id;long_deg;lat_deg;Time_s_AVG;Relevage;Actif/passif;traction;patinage
28447;4.388352778;50.53988611;33772.86807;30.8;1;4185;7.2
29165;4.393269444;50.54116667;34490.8206;30.8;1;4185;3
29175;4.392955556;50.54109167;34500.84812;30.8;1;4185;3.6
30535;4.394161111;50.54148611;35860.80506;30.8;1;4185;5.4
30544;4.393872222;50.54142778;35869.77265;30.8;1;4185;4
25820;4.391788889;50.54056389;31145.9997;30.8;1;4230;4.9
29607;4.394252778;50.54143611;34932.81555;30.8;1;4230;5.5
30531;4.394286111;50.54151111;35856.79534;30.8;1;4230;5.5
31018;4.394261111;50.54154444;36343.72342;30.8;1;4230;4.6
31022;4.394136111;50.54151944;36347.73152;30.8;1;4230;4.9
31130;4.390772222;50.54074722;36455.70717;30.8;1;4230;2.3
63045;4.387736111;50.53939444;115624.8091;30.8;1;4230;5.1
26270;4.3927;50.54083333;31595.98798;30.8;1;4275;4.6
26302;4.391722222;50.54059722;31628.01813;30.8;1;4275;2.9
26461;4.388211111;50.53972222;31787.01512;30.8;1;4275;3.4
27802;4.392719444;50.54091944;33127.9371;30.8;1;4275;5.4
29410;4.389405556;50.54025278;34735.84773;30.8;1;4275;6.6
30601;4.392122222;50.54101111;35926.77242;30.8;1;4275;4.8
25775;4.393202778;50.54090556;31101.01508;30.8;1;4320;4.4
26262;4.392947222;50.54088889;31588.01182;30.8;1;4320;4.4
26263;4.392913889;50.54088056;31589.01397;30.8;1;4320;6.1
25818;4.391852778;50.54057778;31143.9953;30.8;1;4365;3.9
27829;4.391866667;50.54073056;33154.94912;30.8;1;4365;0.9
31019;4.394230556;50.54153889;36344.72603;30.8;1;4365;4.7
28905;4.388202778;50.53991111;34230.88451;30.8;1;4410;2.6
31030;4.393883333;50.54147222;36355.74425;30.8;1;4410;4.7
63163;4.387805556;50.53791944;115742.804;30.8;1;4410;3.6
63050;4.387738889;50.53933611;115629.7949;30.8;1;4450;3.9
25803;4.392327778;50.54069722;31129.0151;30.8;1;4500;4.1
26245;4.393477778;50.54101111;31571.0094;30.8;1;4500;4.5
28904;4.388183333;50.53990556;34229.88184;30.8;1;4500;3.4
29681;4.391958333;50.54091111;35006.82989;30.8;1;4500;5.8
31053;4.393147222;50.54131111;36378.71225;30.8;1;4500;1.4
31057;4.393022222;50.541275;36382.72348;30.8;1;4500;3.1
63052;4.387741667;50.53931389;115631.7738;30.8;1;4500;4.4
26284;4.392272222;50.54073056;31610.02097;30.8;1;4545;2.8
29415;4.389597222;50.54029722;34740.80967;30.8;1;4590;5.9
30526;4.394419444;50.54153889;35851.78405;30.8;1;4590;7.4
63051;4.387741667;50.539325;115630.7721;30.8;1;4590;2.7
27775;4.393577778;50.54111389;33100.96923;30.8;1;4635;3.7
28975;4.390430556;50.54044167;34300.86506;30.8;1;4635;0.7
31031;4.393852778;50.54146389;36356.74649;30.8;1;4635;4.4
29665;4.392452778;50.54101944;34990.84528;30.8;1;4680;2.9
30533;4.394222222;50.54149722;35858.80045;30.8;1;4680;4.2
28930;4.389002778;50.54008611;34255.86587;30.8;1;4700;2.2
24581;4.389222222;50.5398;29907.09555;30.8;1;4725;3.7
27790;4.393111111;50.54100556;33115.9573;30.8;1;4725;1.9
29386;4.388519444;50.54003611;34711.85227;30.8;1;4725;4.5
30102;4.392897222;50.541175;35427.78294;30.8;1;4725;2.8
30113;4.392552778;50.54109722;35438.76307;30.8;1;4725;2.5
30602;4.392091667;50.54100556;35927.77533;30.8;1;4725;1.4
31014;4.394377778;50.54156389;36339.71116;30.8;1;4725;7.7
25819;4.391819444;50.54057222;31144.99638;30.8;1;4770;5
28898;4.388022222;50.53986944;34223.86674;30.8;1;4770;5.4
28977;4.390491667;50.54045556;34302.87251;30.8;1;4770;3.8
31034;4.393761111;50.54144722;36359.70818;30.8;1;4770;5.9
28733;4.392077778;50.54086389;34058.8804;30.8;1;4815;1.9
30780;4.388238889;50.54008056;36105.75728;30.8;1;4815;1.1
31013;4.394402778;50.54156944;36338.71234;30.8;1;4815;6.1
30057;4.394286111;50.54148611;35382.79486;30.8;1;4860;7.7
31041;4.393536111;50.54139722;36366.72602;30.8;1;4860;3.6
31044;4.393433333;50.541375;36369.72948;30.8;1;4860;5.3
26267;4.392794444;50.54085556;31593.02933;30.8;1;4905;7.3
24583;4.389286111;50.53981667;29909.09861;30.8;1;4950;3.6
26460;4.388177778;50.53971389;31786.01115;30.8;1;4950;2.6
63016;4.387688889;50.53971389;115595.7937;30.8;1;4950;8.9
28686;4.393538889;50.54120556;34011.87688;30.8;1;4995;4.6
30104;4.392833333;50.54116111;35429.78681;30.8;1;4995;2.8
28972;4.390338889;50.54041667;34297.84929;30.8;1;5040;2.5
31021;4.394169444;50.54152778;36346.7293;30.8;1;5040;4.2
26458;4.388116667;50.5397;31783.98483;30.8;1;5072.727273;5.9
30103;4.392863889;50.54116944;35428.78487;30.8;1;5085;1.9
30534;4.394191667;50.54149167;35859.80291;30.8;1;5085;5.6
24301;4.394347222;50.54105556;29627.06253;30.8;1;5130;0.7
63199;4.387852778;50.53753611;115778.8117;30.8;1;5130;9.3
29664;4.392486111;50.54102778;34989.8433;30.8;1;5175;2.4
31045;4.393402778;50.54136944;36370.73221;30.8;1;5175;5.3
31056;4.393052778;50.54128056;36381.72078;30.8;1;5175;1.3
31066;4.392736111;50.54121667;36391.73646;30.8;1;5175;1.6
29675;4.392147222;50.54095278;35000.84547;30.8;1;5200;5.3
28658;4.394405556;50.54138056;33983.89861;30.8;1;5220;3.5
31123;4.390988889;50.5408;36448.73961;30.8;1;5220;3.7
25829;4.391511111;50.54049167;31155.01272;30.8;1;5265;1.3
31047;4.393336111;50.54135278;36372.7392;30.8;1;5310;3.3
28726;4.392294444;50.54091389;34051.86943;30.8;1;5355;3.3
28976;4.390461111;50.54044722;34301.86861;30.8;1;5355;4.6
31129;4.390802778;50.54075556;36454.70573;30.8;1;5355;4.8
28896;4.387961111;50.53985833;34221.86236;30.8;1;5400;3.4
29164;4.3933;50.541175;34489.81894;30.8;1;5400;1.9
29442;4.390505556;50.54051389;34767.87061;30.8;1;5400;2.6
30554;4.393563889;50.54135833;35879.797;30.8;1;5400;3.6
31055;4.393086111;50.54129167;36380.71763;30.8;1;5400;2
31060;4.392927778;50.54125556;36385.7297;30.8;1;5400;1.6
26283;4.392305556;50.54073611;31609.01565;30.8;1;5490;3.2
28978;4.390522222;50.54046389;34303.87358;30.8;1;5535;5.3
63028;4.3877;50.53958611;115607.7958;30.8;1;5600;5.9
31054;4.393116667;50.5413;36379.71436;30.8;1;5625;0.6
63013;4.387688889;50.53975;115592.8116;30.8;1;5645.454545;9.9
63015;4.387688889;50.53972778;115594.8151;30.8;1;5650;7.5
31046;4.393369444;50.54136111;36371.73591;30.8;1;5715;3.7
26454;4.388002778;50.53966944;31780.00142;30.8;1;5850;2.3
26459;4.388147222;50.53970833;31785.01145;30.8;1;5850;5.4
28729;4.392202778;50.54089444;34054.87607;30.8;1;5850;4.7
28903;4.388158333;50.5399;34228.87726;30.8;1;5850;0.7
51357;4.394133333;50.54274167;103937.355;30.8;1;5850;0
63001;4.387672222;50.53984722;115580.8045;30.8;1;5850;15.6
24582;4.389252778;50.53980833;29908.09692;30.8;1;5985;3.5
25804;4.392294444;50.54068889;31130.01909;30.8;1;6030;1.2
31043;4.393466667;50.54138056;36368.72836;30.8;1;6075;3.8
29416;4.389636111;50.54030833;34741.81204;30.8;1;6120;7
24591;4.389530556;50.53988333;29917.09928;30.8;1;6150;5.9
63164;4.387805556;50.53790833;115743.8052;30.8;1;6165;1.5
28897;4.387988889;50.53986389;34222.86252;30.8;1;6255;4.5
31042;4.3935;50.54138889;36367.72841;30.8;1;6300;4.1
31119;4.391111111;50.54083056;36444.72529;30.8;1;6345;5.5
28974;4.3904;50.54043333;34299.86079;30.8;1;6390;1.8
59796;4.39355;50.54299722;112375.9645;30.8;1;6480;0
28727;4.392263889;50.54090556;34052.87061;30.8;1;6570;4.7
63014;4.387688889;50.53973889;115593.8389;30.8;1;6660;4.5
28950;4.389636111;50.54024444;34275.89131;30.8;1;6750;4.8
62825;4.387508333;50.54139444;115404.8102;30.8;1;6750;0
62826;4.387508333;50.54139444;115405.8118;30.8;1;6750;0
28728;4.392233333;50.5409;34053.87321;30.8;1;6840;1.5
29674;4.392177778;50.54095833;34999.86983;30.8;1;6840;4.8
62824;4.387508333;50.54139444;115403.805;30.8;1;6930;0
29409;4.389372222;50.54024444;34734.82193;30.8;1;7290;2.272727273
28951;4.389672222;50.54025278;34276.89577;30.8;1;7425;5.1
28973;4.390369444;50.540425;34298.85434;30.8;1;7560;2.1
24358;4.392363889;50.54057222;29684.05994;30.8;1;7600;2.3
63259;4.388183333;50.53745;115838.7888;30.8;1;8550;0
63260;4.388183333;50.53745;115839.7898;30.8;1;8550;0
63261;4.388183333;50.53745;115840.7932;30.8;1;8550;0
63262;4.388183333;50.53745;115841.7943;30.8;1;8550;0
63263;4.388183333;50.53745;115842.7947;30.8;1;8550;0
63264;4.388183333;50.53745;115843.7964;30.8;1;8550;0
63265;4.388183333;50.53745;115844.7968;30.8;1;8550;0
63266;4.388183333;50.53745;115845.7984;30.8;1;8550;0
63267;4.388183333;50.53745;115846.7997;30.8;1;8550;0
63268;4.388183333;50.53745;115847.8029;30.8;1;8550;0
63269;4.388183333;50.53745;115848.7801;30.8;1;8550;0
63270;4.388183333;50.53745;115849.7601;30.8;1;8550;0
63271;4.388183333;50.53745;115850.7638;30.8;1;8550;0
63272;4.388183333;50.53745;115851.7668;30.8;1;8550;0
63273;4.388183333;50.53745;115852.7678;30.8;1;8550;0
63274;4.388183333;50.53745;115853.77;30.8;1;8550;0
63275;4.388183333;50.53745;115854.7736;30.8;1;8550;0
63276;4.388183333;50.53745;115855.7759;30.8;1;8550;0
63277;4.388183333;50.53745;115856.7792;30.8;1;8550;0
63278;4.388183333;50.53745;115857.7821;30.8;1;8550;0
63279;4.388183333;50.53745;115858.7826;30.8;1;8550;0
63280;4.388183333;50.53745;115859.7846;30.8;1;8550;0
63281;4.388183333;50.53745278;115860.7867;30.8;1;8550;0
63282;4.388183333;50.53745278;115861.7878;30.8;1;8550;0
63283;4.388183333;50.53745278;115862.7898;30.8;1;8550;0
63284;4.388183333;50.53745278;115863.7935;30.8;1;8550;0
63285;4.388183333;50.53745278;115864.7961;30.8;1;8550;0
63286;4.388183333;50.53745278;115865.7994;30.8;1;8550;0
63287;4.388183333;50.53745278;115866.7749;30.8;1;8550;0
63288;4.388183333;50.53745278;115867.7528;30.8;1;8550;0
63289;4.388183333;50.53745278;115868.7558;30.8;1;8550;0
63290;4.388183333;50.53745278;115869.7605;30.8;1;8550;0
63291;4.388183333;50.53745278;115870.7624;30.8;1;8550;0
63292;4.388183333;50.53745278;115871.7621;30.8;1;8550;0
63293;4.388183333;50.53745278;115872.7636;30.8;1;8550;0
63294;4.388183333;50.53745278;115873.7656;30.8;1;8550;0
63295;4.388183333;50.53745278;115874.7682;30.8;1;8550;0
63296;4.388183333;50.53745278;115875.7707;30.8;1;8550;0
63297;4.388183333;50.53745278;115876.7721;30.8;1;8550;0
63298;4.388183333;50.53745278;115877.7741;30.8;1;8550;0
63299;4.388183333;50.53745278;115878.7739;30.8;1;8550;0
63300;4.388183333;50.53745278;115879.7768;30.8;1;8550;0
63301;4.388183333;50.53745278;115880.7787;30.8;1;8550;0
63302;4.388183333;50.53745278;115881.7791;30.8;1;8550;0
63303;4.388183333;50.53745278;115882.7802;30.8;1;8550;0
63304;4.388183333;50.53745278;115883.7829;30.8;1;8550;0
63305;4.388183333;50.53745278;115884.7842;30.8;1;8550;0
63306;4.388183333;50.53745278;115885.7859;30.8;1;8550;0
63307;4.388183333;50.53745278;115886.7881;30.8;1;8550;0
63308;4.388183333;50.53745278;115887.7906;30.8;1;8550;0
63309;4.388183333;50.53745278;115888.7918;30.8;1;8550;0
63310;4.388183333;50.53745278;115889.7923;30.8;1;8550;0
63311;4.388183333;50.53745278;115890.7921;30.8;1;8550;0
63312;4.388183333;50.53745278;115891.7938;30.8;1;8550;0
63313;4.388183333;50.53745278;115892.7962;30.8;1;8550;0
63314;4.388183333;50.53745278;115893.7736;30.8;1;8550;0
63315;4.388183333;50.53745278;115894.7523;30.8;1;8550;0
63316;4.388183333;50.53745278;115895.7546;30.8;1;8550;0
63317;4.388183333;50.53745278;115896.7568;30.8;1;8550;0
63318;4.388183333;50.53745278;115897.7575;30.8;1;8550;0
63319;4.388183333;50.53745278;115898.7588;30.8;1;8550;0
63320;4.388183333;50.53745278;115899.7589;30.8;1;8550;0
63321;4.388183333;50.53745278;115900.7602;30.8;1;8550;0
63322;4.388183333;50.53745278;115901.7634;30.8;1;8550;0
63323;4.388183333;50.53745278;115902.7654;30.8;1;8550;0
63324;4.388183333;50.53745278;115903.7672;30.8;1;8550;0
63325;4.388183333;50.53745278;115904.77;30.8;1;8550;0
63326;4.388183333;50.53745278;115905.7705;30.8;1;8550;0
63327;4.388183333;50.53745278;115906.7723;30.8;1;8550;0
63328;4.388183333;50.53745278;115907.7752;30.8;1;8550;0
63329;4.388183333;50.53745278;115908.776;30.8;1;8550;0
63330;4.388183333;50.53745278;115909.7783;30.8;1;8550;0
63331;4.388183333;50.53745278;115910.7812;30.8;1;8550;0
63332;4.388183333;50.53745278;115911.7836;30.8;1;8550;0
63333;4.388183333;50.53745278;115912.7852;30.8;1;8550;0
63334;4.388183333;50.53745278;115913.7868;30.8;1;8550;0
63335;4.388183333;50.53745278;115914.7915;30.8;1;8550;0
63336;4.388183333;50.53745278;115915.7952;30.8;1;8550;0
63337;4.388183333;50.53745278;115916.7978;30.8;1;8550;0
63338;4.388183333;50.53745278;115917.7735;30.8;1;8550;0
63339;4.388183333;50.53745278;115918.7535;30.8;1;8550;0
63340;4.388183333;50.53745278;115919.7566;30.8;1;8550;0
63341;4.388183333;50.53745278;115920.7608;30.8;1;8550;0
63342;4.388183333;50.53745278;115921.7614;30.8;1;8550;0
63343;4.388183333;50.53745278;115922.7619;30.8;1;8550;0
63344;4.388183333;50.53745278;115923.7634;30.8;1;8550;0
63345;4.388183333;50.53745278;115924.7688;30.8;1;8550;0
63346;4.388183333;50.53745278;115925.7718;30.8;1;8550;0
63347;4.388183333;50.53745278;115926.7744;30.8;1;8550;0
63348;4.388183333;50.53745278;115927.7755;30.8;1;8550;0
63349;4.388183333;50.53745278;115928.7774;30.8;1;8550;0
63350;4.388183333;50.53745278;115929.777;30.8;1;8550;0
63351;4.388183333;50.53745278;115930.7791;30.8;1;8550;0
63352;4.388183333;50.53745278;115931.7798;30.8;1;8550;0
63353;4.388183333;50.53745278;115932.7817;30.8;1;8550;0
63354;4.388183333;50.53745278;115933.7828;30.8;1;8550;0
63355;4.388183333;50.53745278;115934.7849;30.8;1;8550;0
63356;4.388183333;50.53745278;115935.7869;30.8;1;8550;0
63357;4.388183333;50.53745278;115936.7885;30.8;1;8550;0
63358;4.388183333;50.53745278;115937.7894;30.8;1;8550;0
63359;4.388183333;50.53745278;115938.792;30.8;1;8550;0
63360;4.388183333;50.53745278;115939.794;30.8;1;8550;0
63361;4.388183333;50.53745278;115940.7964;30.8;1;8550;0
63362;4.388183333;50.53745278;115941.774;30.8;1;8550;0
63363;4.388183333;50.53745278;115942.7558;30.8;1;8550;0
63364;4.388183333;50.53745278;115943.7574;30.8;1;8550;0
63365;4.388183333;50.53745278;115944.7565;30.8;1;8550;0
63366;4.388183333;50.53745278;115945.7589;30.8;1;8550;0
63367;4.388183333;50.53745278;115946.762;30.8;1;8550;0
63368;4.388183333;50.53745278;115947.7659;30.8;1;8550;0
63369;4.388183333;50.53745278;115948.7694;30.8;1;8550;0
63370;4.388183333;50.53745278;115949.7702;30.8;1;8550;0
63371;4.388183333;50.53745278;115950.772;30.8;1;8550;0
63372;4.388183333;50.53745278;115951.7729;30.8;1;8550;0
63373;4.388183333;50.53745278;115952.7744;30.8;1;8550;0
63374;4.388183333;50.53745278;115953.777;30.8;1;8550;0
63375;4.388183333;50.53745278;115954.7783;30.8;1;8550;0
63376;4.388183333;50.53745278;115955.7827;30.8;1;8550;0
63377;4.388183333;50.53745278;115956.7847;30.8;1;8550;0
63378;4.388183333;50.53745278;115957.812;30.8;1;8550;0
63379;4.388183333;50.53745278;115958.8171;30.8;1;8550;0
63380;4.388183333;50.53745278;115959.7694;30.8;1;8550;0
63381;4.388183333;50.53745278;115960.7483;30.8;1;8550;0
63382;4.388183333;50.53745278;115961.7535;30.8;1;8550;0
63383;4.388183333;50.53745278;115962.7547;30.8;1;8550;0
63384;4.388183333;50.53745278;115963.7572;30.8;1;8550;0
63385;4.388183333;50.53745278;115964.7582;30.8;1;8550;0
63386;4.388183333;50.53745278;115965.7849;30.8;1;8550;0
63387;4.388183333;50.53745278;115966.8101;30.8;1;8550;0
63388;4.388183333;50.53745278;115967.7851;30.8;1;8550;0
63389;4.388183333;50.53745278;115968.7868;30.8;1;8550;0
63390;4.388183333;50.53745278;115969.8144;30.8;1;8550;0
63391;4.388183333;50.53745278;115970.816;30.8;1;8550;0
63392;4.388183333;50.53745278;115971.793;30.8;1;8550;0
63393;4.388183333;50.53745278;115972.7699;30.8;1;8550;0
63548;4.3875;50.54067778;116127.756;30.8;1;8550;0
63549;4.3875;50.54067778;116128.7805;30.8;1;8550;0
63550;4.3875;50.54067778;116129.807;30.8;1;8550;0
63551;4.3875;50.54067778;116130.7851;30.8;1;8550;0
63098;4.3878;50.53873611;115677.7802;30.76;1;-2475;8.6
26367;4.389777778;50.54011389;31692.99326;30.76;1;-540;10.5
30549;4.393716667;50.54139444;35874.78423;30.76;1;675;7.1
44217;4.387852778;50.54074722;96797.72789;30.76;0.3;945;5.4
30194;4.390061111;50.54051389;35519.75704;30.76;1;1080;4.4
29183;4.392702778;50.54103611;34508.82011;30.76;1;1125;5.4
29715;4.390930556;50.54066389;35040.81377;30.76;1;1170;7
31148;4.390222222;50.54061389;36473.70534;30.76;1;1620;6.9
30548;4.393747222;50.54140278;35873.78383;30.76;1;2475;6.3
29731;4.390452778;50.54054722;35056.84575;30.76;1;2655;6.4
29868;4.388969444;50.54017778;35193.81986;30.76;1;2790;3.3
24544;4.388086111;50.539525;29870.11042;30.76;1;3735;6.2
27826;4.391963889;50.54075278;33151.94104;30.76;1;4275;2.9
26274;4.392575;50.54080556;31599.99665;30.76;1;4815;5.6
28992;4.390961111;50.54057222;34317.85974;30.76;1;6075;0.8
32972;4.394527778;50.54171389;38297.68445;30.76;0.6;11880;0.5
27880;4.390269444;50.54034444;33205.93647;30.75555556;1;2150;2.6
26466;4.388363889;50.53976111;31791.99771;30.75555556;1;3000;2.3
63143;4.387797222;50.53813611;115722.793;30.72;1;-5760;15.3
63185;4.387822222;50.53770556;115764.8082;30.72;1;-2790;3.8
25860;4.390597222;50.54026389;31186.01263;30.72;1;-2070;12.4
29706;4.391197222;50.54072778;35031.84309;30.72;1;-1350;8.2
25881;4.39;50.54013056;31207.00835;30.72;1;-1080;10
63061;4.387755556;50.53920278;115640.7903;30.72;1;-990;10
28762;4.391186111;50.54065556;34087.89931;30.72;1;-495;6.9
31138;4.390522222;50.54068889;36463.72997;30.72;1;90;4.7
63069;4.387763889;50.53910556;115648.8141;30.72;1;270;7.9
29737;4.390272222;50.54050556;35062.8106;30.72;1;630;7.2
63136;4.387805556;50.53822778;115715.7808;30.72;1;810;4.8
30616;4.391655556;50.54090278;35941.75201;30.72;1;1035;4.8
29858;4.388586111;50.54008611;35183.78988;30.72;1;1530;5.6
63093;4.387788889;50.53879722;115672.7674;30.72;1;1575;7.4
24330;4.393388889;50.54081944;29656.09069;30.72;1;1710;5.777777778
28776;4.390763889;50.54055278;34101.88097;30.72;1;1845;6.5
5379;4.389383333;50.53834167;10705.03392;30.72;1;1890;6.8
31099;4.391730556;50.540975;36424.71651;30.72;1;1890;3.6
29739;4.390213889;50.54049444;35064.81394;30.72;1;1935;6.9
24319;4.393775;50.54091667;29645.05203;30.72;1;2025;1.7
30167;4.390883333;50.54071111;35492.79448;30.72;1;2025;6.1
30570;4.393072222;50.54123611;35895.78545;30.72;1;2340;3.6
35090;4.394547222;50.54196111;40415.52306;30.72;1;2565;2.3
29685;4.391833333;50.54088333;35010.84431;30.72;1;2700;4.1
29765;4.389438889;50.54029722;35090.82104;30.72;1;2880;6.4
30087;4.39335;50.54129167;35412.80385;30.72;1;3330;2.8
30557;4.393475;50.54133611;35882.75517;30.72;1;3555;3.9
36205;4.394522222;50.54203056;41530.46129;30.72;1;4050;2.7
28945;4.389477778;50.54020556;34270.87684;30.72;1;4500;2
24579;4.389163889;50.53978333;29905.09215;30.72;1;4950;1.3
29393;4.388777778;50.54009444;34718.86147;30.72;1;5175;1.9
29732;4.390422222;50.54053889;35057.82512;30.71111111;1;950;6.1
26500;4.389444444;50.54000556;31825.97953;30.71111111;1;3200;3.4
31125;4.390927778;50.54078611;36450.71893;30.71111111;1;3250;1.3
25811;4.392077778;50.54063611;31137.00356;30.71111111;1;4650;2.5
28913;4.388455556;50.53996944;34238.87806;30.69090909;1;3681.818182;5.5
63105;4.387797222;50.53864444;115684.7902;30.68;1;-2700;10.2
30149;4.391441667;50.54084167;35474.8029;30.68;1;-1485;2.3
30125;4.392197222;50.54100556;35450.79652;30.68;1;-135;7
31168;4.389630556;50.54046389;36493.76066;30.68;1;630;8.5
28464;4.388963889;50.54003611;33789.86253;30.68;1;675;5.3
29724;4.390663889;50.54060278;35049.82907;30.68;1;900;9.1
28461;4.388855556;50.54000556;33786.881;30.68;1;1215;2.888888889
30594;4.392336111;50.54106389;35919.7517;30.68;1;1575;6.5
31176;4.389405556;50.54040278;36501.76802;30.68;1;1620;8.5
26499;4.389413889;50.53999722;31825.00121;30.68;1;1800;1.7
24621;4.390436111;50.54012778;29947.10678;30.68;1;2115;6.3
24373;4.391861111;50.54045556;29699.07488;30.68;1;2250;2.8
29196;4.392277778;50.54096111;34521.85917;30.68;1;2250;7
26489;4.389086111;50.53993056;31814.98119;30.68;1;2430;5.9
26273;4.392605556;50.54081389;31598.99438;30.68;1;2745;4.7
30116;4.392461111;50.54107778;35441.77107;30.68;1;2925;4.4
30773;4.388033333;50.54003333;36098.74219;30.68;1;3015;1.9
63073;4.387772222;50.53905278;115652.7724;30.68;1;3240;7.5
30173;4.390702778;50.54066944;35498.76035;30.68;1;3420;3.4
30614;4.391719444;50.54091667;35939.74993;30.68;1;3690;6.4
29405;4.389225;50.54020833;34730.86104;30.68;1;4410;6.909090909
27824;4.392027778;50.54076944;33149.93618;30.68;1;4725;4.5
56492;4.394861111;50.54262222;109072.1211;30.68;1;6525;0
59828;4.39355;50.54301389;112407.9391;30.68;1;8145;0
26360;4.389977778;50.54016944;31686.00279;30.66666667;1;550;10.7
30593;4.392363889;50.54106944;35918.77392;30.66666667;1;1650;3.8
29860;4.388661111;50.54010278;35185.81899;30.65454545;1;2250;4
63571;4.387519444;50.54067778;116702.849;30.64615385;0;7546.153846;0
63195;4.387847222;50.53757222;115774.8027;30.64;1;-5670;7.3
41405;4.387902778;50.54054444;93985.87023;30.64;1;-2745;3
63033;4.387711111;50.53953056;115612.7793;30.64;1;-1350;6.8
29251;4.390644444;50.54054444;34576.84377;30.64;1;-90;3.4
13;4.387961111;50.53748889;5339.35482;30.64;1;90;0
28761;4.391213889;50.54066111;34086.89533;30.64;1;90;6.9
24407;4.390847222;50.54020556;29733.09973;30.64;1;270;9.3
29224;4.391447222;50.54075278;34549.82932;30.64;1;585;3.3
30186;4.390313889;50.54057222;35511.78914;30.64;1;630;6.8
30592;4.392397222;50.54107778;35917.79405;30.64;1;1125;4.8
29252;4.390616667;50.54053889;34577.84605;30.64;1;1170;3.7
28457;4.388711111;50.53996944;33782.84631;30.64;1;1530;4.6
26334;4.390736111;50.54035833;31659.98912;30.64;1;1620;6.8
29245;4.390822222;50.54058611;34570.85318;30.64;1;2025;3
25836;4.391288889;50.54043889;31162.0267;30.64;1;2070;2.4
24604;4.389922222;50.53998889;29930.0652;30.64;1;2250;5.2
29419;4.389747222;50.54033611;34744.86666;30.64;1;2430;7
29734;4.390363889;50.54052778;35059.80482;30.64;1;2430;7.9
25841;4.391130556;50.5404;31166.98553;30.64;1;2475;3.8
25821;4.391755556;50.54055556;31147.00167;30.64;1;2520;5.9
63135;4.387805556;50.53824167;115714.7783;30.64;1;2520;2
29744;4.390058333;50.54046389;35069.82614;30.64;1;2970;6.8
30587;4.392547222;50.54111111;35912.78152;30.64;1;2970;5
24382;4.391588889;50.54039444;29708.07;30.64;1;3105;7
28476;4.389394444;50.54013333;33801.8427;30.64;1;3150;4.4
26264;4.392886111;50.540875;31590.02029;30.64;1;3600;6.2
25813;4.392011111;50.54061944;31138.9839;30.64;1;3780;1.8
28927;4.388911111;50.54006389;34252.87974;30.64;1;4140;3.9
16365;4.388005556;50.53882222;21690.48529;30.64;0.4;4410;3.8
30781;4.388272222;50.54008611;36106.75945;30.64;1;5175;1.4
13598;4.394352778;50.54011389;18923.64907;30.64;0.5;6075;7.2
63200;4.387855556;50.53752778;115779.8134;30.64;1;6075;5
30983;4.394488889;50.54156389;36308.72309;30.64;0.7;6795;1
19;4.388013889;50.53749722;5345.365414;30.64;1;7290;0.2
54294;4.394894444;50.54313056;106874.1996;30.64;1;7695;4.4
23766;4.394477778;50.54099444;29092.13977;30.64;0.4;8235;1.7
29710;4.391077778;50.54069722;35035.82793;30.62222222;1;1100;7.1
29774;4.389163889;50.54023889;35099.8175;30.62222222;1;1200;3.1
25867;4.390397222;50.54021667;31192.98148;30.6;1;-990;9.2
29215;4.391691667;50.54083056;34540.85376;30.6;1;-540;5.7
28471;4.389213889;50.5401;33796.88362;30.6;1;-495;5.9
29207;4.391936111;50.54088889;34532.88952;30.6;1;-495;6.1
63107;4.387797222;50.53861667;115686.7939;30.6;1;-45;5.3
28467;4.389072222;50.54006667;33792.87204;30.6;1;675;3.7
29212;4.391786111;50.54085278;34537.84829;30.6;1;1035;4.3
1954;4.394263889;50.53946944;7280.222002;30.6;0.4;1260;9.1
29788;4.388733333;50.54011667;35113.82289;30.6;1;1395;5.1
63101;4.387797222;50.53869444;115680.7846;30.6;1;1485;7.8
24620;4.390405556;50.54011944;29946.10582;30.6;1;1575;6.8
29209;4.391877778;50.540875;34534.84263;30.6;1;1575;5.2
29193;4.392377778;50.54097778;34518.84906;30.6;1;1800;7.2
28466;4.389038889;50.54005556;33791.86872;30.6;1;1935;6.2
20541;4.387988889;50.53916389;25867.2854;30.6;1;2790;1
26490;4.389119444;50.53993611;31815.98207;30.6;1;2790;1.4
63190;4.387836111;50.53763889;115769.7793;30.6;1;2790;2.3
30617;4.391625;50.54089722;35942.75568;30.6;1;3195;5.6
27810;4.392472222;50.54086111;33135.9487;30.6;1;3375;4.4
63074;4.387772222;50.53904167;115653.7737;30.6;1;3915;6.5
29391;4.388705556;50.54007778;34716.90753;30.6;1;4095;3.3
28737;4.391952778;50.54083611;34062.88932;30.6;1;4140;3.7
24359;4.392327778;50.54056389;29685.04021;30.6;1;4950;4.7
28931;4.389030556;50.54009444;34256.84237;30.6;1;5175;2.8
31136;4.390586111;50.54070278;36461.72225;30.6;1;6120;2.1
28952;4.389705556;50.54026111;34277.87251;30.57777778;1;7250;4
63156;4.387786111;50.53798611;115735.7815;30.56;1;-2340;10.3
26358;4.390030556;50.54018611;31684.02458;30.56;1;-1800;10.2
25856;4.390711111;50.54029444;31182.0525;30.56;1;-1215;9.8
25859;4.390627778;50.54027222;31185.01065;30.56;1;-1170;11.2
19753;4.394383333;50.54066944;25079.30571;30.56;1;-900;3.9
29761;4.389555556;50.54033333;35086.81342;30.56;1;-720;10
29847;4.388180556;50.53998889;35172.81451;30.56;1;-450;4.6
